record_id,claim_ids,experiment,policy_or_model,artifact_kind,source_repo_or_model_id,upstream_revision,local_filename,file_size_bytes,sha256,identity_status,payload_included,evidence,notes
openvla_oft_goal_proprio_projector,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,proprio_projector--50000_checkpoint.pt,67275184,780595e9cca5292348697686f9ccc83d39d9d3d303e860d62c6d4609952dfff1,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_action_head,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,action_head--checkpoint.pt,411765086,e9875fac30121a3c50da3c205d0b0798c0dfa6422334b5129ab6a0b97e2614a2,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_adapter,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,lora_adapter/adapter_model.safetensors,484458600,d619a149acbbe086f8c61a8cbbe908acdb0ffc2644caffe0d019ea0c0b2dd6e8,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_model1,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,model-00001-of-00004.safetensors,4925122448,15ddbdbd0f0a28a165ba6c08e374b951063269feeee2b891a69eb7606585c413,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_model2,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,model-00002-of-00004.safetensors,4947392496,0f87e57780d8d0ddf5eddfb93fcf950265e979ba75450ae12364a1185d41c615,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_model3,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,model-00003-of-00004.safetensors,4947417456,85bdca2b0c9ba4b900e6f4ca23d6116b127567b9877a693cb5ca5888479e8451,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_model4,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_motion_encoder,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,motion_encoder--checkpoint.pt,252377949,74169dac269153307773beabad3bdd306c778b0e9c50142a7df2d1b6584c2f9d,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_motion_manager,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,motion_manager--checkpoint.pt,263988,95cba1e35e48b9be425d5a78e0ff1002ed912485d5371815a3edeb7b76204715,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
hif_vla_goal_proprio_projector,libero_goal_pairwise_d,libero_goal,HiF-VLA,third_party_policy,minnielin/hifvla-libero-goal,1d7af41cebb659a6fcb22d2967cb36bbb0fe2658,proprio_projector--checkpoint.pt,67275256,66fd8c3bb88deb51490dccd50f050ba5388b46de0e1424cf677f348e4448c8a5,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
simvla_libero_model,libero_goal_pairwise_d;libero_layer2,libero_all_suites,SimVLA,third_party_policy,YuankaiLuo/SimVLA-LIBERO,93dc4d90b0596c652ad2840ad743c62b9c4473fb,model.safetensors,3245529028,9d3b1767773da86906d771b1eca2c2911087371bf8b3890a7336b6773270f6be,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
pi05_libero_model,libero_goal_pairwise_d;libero_layer2,libero_all_suites,Pi0.5 LeRobot,third_party_policy,lerobot/pi05_libero_finetuned,dbf8a3f794a9c4297b44f40b752712f50073d945,model.safetensors,7473096344,877b3ec1130548b69af7f8aeef3ec9d3fc7738040f0b9beb490857ec970997ae,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
pi05_libero_postprocessor,libero_goal_pairwise_d;libero_layer2,libero_all_suites,Pi0.5 LeRobot processor,third_party_policy,lerobot/pi05_libero_finetuned,dbf8a3f794a9c4297b44f40b752712f50073d945,policy_postprocessor_step_0_unnormalizer_processor.safetensors,7668,a002c0df7f79c5b169c5a899ad151d4ea1bed246c7d82bd93ed1556558d517a9,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
pi05_libero_preprocessor,libero_goal_pairwise_d;libero_layer2,libero_all_suites,Pi0.5 LeRobot processor,third_party_policy,lerobot/pi05_libero_finetuned,dbf8a3f794a9c4297b44f40b752712f50073d945,policy_preprocessor_step_2_normalizer_processor.safetensors,7668,a002c0df7f79c5b169c5a899ad151d4ea1bed246c7d82bd93ed1556558d517a9,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
